step,loss
0.0,0.9947113394737244
1.0,1.0390530824661255
2.0,0.9666110873222351
3.0,0.8761738538742065
4.0,0.7796769142150879
5.0,0.7227646708488464
6.0,0.7089547514915466
7.0,0.6353293657302856
8.0,0.5188734531402588
9.0,0.4707454741001129
10.0,0.4014849066734314
11.0,0.2916102409362793
12.0,0.24386823177337646
13.0,0.18918393552303314
14.0,0.1269952803850174
15.0,0.07659516483545303
16.0,0.056759417057037354
17.0,0.039960991591215134
18.0,0.040493786334991455
19.0,0.04741612449288368
20.0,0.056965697556734085
21.0,0.0601787306368351
22.0,0.05597102642059326
23.0,0.0609501451253891
24.0,0.04850561171770096
25.0,0.043411023914813995
26.0,0.042871300131082535
27.0,0.03558771684765816
28.0,0.023419829085469246
29.0,0.01969733089208603
30.0,0.015086686238646507
31.0,0.010723649524152279
32.0,0.010877382941544056
33.0,0.01251771580427885
34.0,0.01146104745566845
35.0,0.011399154551327229
36.0,0.014735807664692402
37.0,0.018110241740942
38.0,0.019298944622278214
39.0,0.018583787605166435
40.0,0.02001773938536644
41.0,0.018668482080101967
42.0,0.01546942163258791
43.0,0.013823325745761395
44.0,0.01610070839524269
45.0,0.009986694902181625
46.0,0.012879667803645134
47.0,0.010449341498315334
48.0,0.009286461398005486
49.0,0.00844774954020977
50.0,0.007823561318218708
51.0,0.006953020580112934
52.0,0.007132672239094973
53.0,0.007719599641859531
54.0,0.0071592614986002445
55.0,0.007613685913383961
56.0,0.0077657257206737995
57.0,0.008053567260503769
58.0,0.008846735581755638
59.0,0.010080859065055847
60.0,0.008028359152376652
61.0,0.007960062474012375
62.0,0.007698824629187584
63.0,0.007837519980967045
64.0,0.008087658323347569
65.0,0.008170955814421177
66.0,0.0067734201438724995
67.0,0.007708386518061161
68.0,0.007404190022498369
69.0,0.006748225539922714
70.0,0.007164722308516502
71.0,0.007740689907222986
72.0,0.006090507376939058
73.0,0.005544883199036121
74.0,0.007521130610257387
75.0,0.00632348470389843
76.0,0.007294097915291786
77.0,0.007483042776584625
78.0,0.008285117335617542
79.0,0.007512674201279879
80.0,0.006620331667363644
81.0,0.00796302780508995
82.0,0.006710244342684746
83.0,0.007044713478535414
84.0,0.0070217386819422245
85.0,0.007546111010015011
86.0,0.006312356796115637
87.0,0.007891242392361164
88.0,0.007383022923022509
89.0,0.006666958332061768
90.0,0.006766341160982847
91.0,0.0066996109671890736
92.0,0.007040305063128471
93.0,0.008031580597162247
94.0,0.007950644940137863
95.0,0.005989891942590475
96.0,0.006257865112274885
97.0,0.006027937866747379
98.0,0.007569140288978815
99.0,0.006987790577113628
100.0,0.006206780672073364
101.0,0.00723453052341938
102.0,0.0062172906473279
103.0,0.007179630920290947
104.0,0.007577321492135525
105.0,0.006071872543543577
106.0,0.007210842799395323
107.0,0.007991932332515717
108.0,0.005732064601033926
109.0,0.006893988698720932
110.0,0.00583425909280777
111.0,0.006346166133880615
112.0,0.006480843760073185
113.0,0.0075918701477348804
114.0,0.005026998929679394
115.0,0.007170711178332567
116.0,0.006980825215578079
117.0,0.006203625351190567
118.0,0.005333975423127413
119.0,0.006484698038548231
120.0,0.006402433384209871
121.0,0.006872670724987984
122.0,0.006424169987440109
123.0,0.005894913803786039
124.0,0.006437039468437433
125.0,0.0060894242487847805
126.0,0.006319035775959492
127.0,0.007903867401182652
128.0,0.005977329798042774
129.0,0.00638530682772398
130.0,0.0059802778996527195
131.0,0.007129366975277662
132.0,0.00601432379335165
133.0,0.00495065376162529
134.0,0.005155323538929224
135.0,0.006685229949653149
136.0,0.007178325206041336
137.0,0.006940115243196487
138.0,0.006616335362195969
139.0,0.0070559862069785595
140.0,0.007284319493919611
141.0,0.0060517252422869205
142.0,0.006281836424022913
143.0,0.0064046429470181465
144.0,0.0066221002489328384
145.0,0.005118361208587885
146.0,0.0049133445136249065
147.0,0.006595646031200886
148.0,0.006657218560576439
149.0,0.005808946210891008
150.0,0.0068832580000162125
151.0,0.005348299164324999
152.0,0.006308381911367178
153.0,0.006666675675660372
154.0,0.005938452202826738
155.0,0.007049603387713432
156.0,0.006254523526877165
157.0,0.005321696866303682
158.0,0.006113688461482525
159.0,0.005715707316994667
160.0,0.00490857707336545
161.0,0.00667180772870779
162.0,0.005602362100034952
163.0,0.005151199176907539
164.0,0.005073250271379948
165.0,0.0053138830699026585
166.0,0.006088524125516415
167.0,0.006479502655565739
168.0,0.004337253514677286
169.0,0.004545790143311024
170.0,0.0065199239179492
171.0,0.006029529497027397
172.0,0.005941647104918957
173.0,0.006142915692180395
174.0,0.005119457840919495
175.0,0.004816959612071514
176.0,0.006296262610703707
177.0,0.005818843841552734
178.0,0.0057205515913665295
179.0,0.005283089820295572
180.0,0.0055456459522247314
181.0,0.0054275174625217915
182.0,0.0057461317628622055
183.0,0.005940994247794151
184.0,0.0054659792222082615
185.0,0.006217209622263908
186.0,0.005978828761726618
187.0,0.005960423499345779
188.0,0.005956578999757767
189.0,0.005853521637618542
190.0,0.005478857550770044
191.0,0.004984028171747923
192.0,0.0057767583057284355
193.0,0.005052798893302679
194.0,0.005650043487548828
195.0,0.004528094548732042
196.0,0.004745038226246834
197.0,0.005375238601118326
198.0,0.005895995069295168
199.0,0.006545217242091894
200.0,0.00565762585029006
201.0,0.004135169088840485
202.0,0.005574984010308981
203.0,0.005590141750872135
204.0,0.005035602953284979
205.0,0.004352949094027281
206.0,0.00418537762016058
207.0,0.005793330725282431
208.0,0.004424027167260647
209.0,0.005815382581204176
210.0,0.005262115970253944
211.0,0.005725018680095673
212.0,0.00425053620710969
213.0,0.005343868862837553
214.0,0.0043311030603945255
215.0,0.00556437810882926
216.0,0.00533604109659791
217.0,0.005789032205939293
218.0,0.00441249692812562
219.0,0.005003339610993862
220.0,0.005118767265230417
221.0,0.005341811571270227
222.0,0.005685619078576565
223.0,0.003816370852291584
224.0,0.004680381156504154
225.0,0.004196935798972845
226.0,0.005444836337119341
227.0,0.003990148659795523
228.0,0.00513981468975544
229.0,0.0054466091096401215
230.0,0.004351289477199316
231.0,0.004404067527502775
232.0,0.005111354403197765
233.0,0.005398869048804045
234.0,0.0054662395268678665
235.0,0.004826290532946587
236.0,0.004415968898683786
237.0,0.004236129112541676
238.0,0.004919349681586027
239.0,0.005069820675998926
240.0,0.0052350605838000774
241.0,0.004880816210061312
242.0,0.004746748600155115
243.0,0.004908139351755381
244.0,0.004983631428331137
245.0,0.005347515922039747
246.0,0.004753237124532461
247.0,0.003539564786478877
248.0,0.004708822816610336
249.0,0.004864344373345375
250.0,0.0033503889571875334
251.0,0.005114489234983921
252.0,0.0055695511400699615
253.0,0.005068655125796795
254.0,0.0035420870408415794
255.0,0.005929051898419857
256.0,0.005562141537666321
257.0,0.004698136821389198
258.0,0.003315021051093936
259.0,0.005275242030620575
260.0,0.004655155818909407
261.0,0.004997176118195057
262.0,0.004247247241437435
263.0,0.0046504195779562
264.0,0.004829317331314087
265.0,0.00468467315658927
266.0,0.004429268650710583
267.0,0.004299446940422058
268.0,0.004049815237522125
269.0,0.004658818244934082
270.0,0.004555768333375454
271.0,0.003406564937904477
272.0,0.0046571167185902596
273.0,0.0042342268861830235
274.0,0.0030620391480624676
275.0,0.005053713917732239
276.0,0.003265030449256301
277.0,0.004690658766776323
278.0,0.004133500158786774
279.0,0.00477739330381155
280.0,0.004843083675950766
281.0,0.004705934319645166
282.0,0.004161628428846598
283.0,0.00477987015619874
284.0,0.0037355900276452303
285.0,0.00501577602699399
286.0,0.0037550453562289476
287.0,0.004436387214809656
288.0,0.004443056881427765
289.0,0.00367160327732563
290.0,0.005232571624219418
291.0,0.0038637241814285517
292.0,0.004780786577612162
293.0,0.004208316560834646
294.0,0.004124933388084173
295.0,0.004624471068382263
296.0,0.004298878367990255
297.0,0.004752958659082651
298.0,0.003833098104223609
299.0,0.004424613434821367
300.0,0.0030880835838615894
301.0,0.004957657773047686
302.0,0.004015170503407717
303.0,0.004013555124402046
