step,loss
0.0,1.0267082452774048
1.0,0.9717335104942322
2.0,0.9444009065628052
3.0,0.8970663547515869
4.0,0.8757986426353455
5.0,0.8396270871162415
6.0,0.7845300436019897
7.0,0.7226607799530029
8.0,0.6420218348503113
9.0,0.6671292185783386
10.0,0.6047589182853699
11.0,0.5719033479690552
12.0,0.5481761693954468
13.0,0.4791404604911804
14.0,0.4827089011669159
15.0,0.4437340497970581
16.0,0.40552499890327454
17.0,0.33441802859306335
18.0,0.3395065367221832
19.0,0.2525736391544342
20.0,0.24354153871536255
21.0,0.2114304155111313
22.0,0.1697111576795578
23.0,0.1375865489244461
24.0,0.1251724362373352
25.0,0.09588197618722916
26.0,0.0745193287730217
27.0,0.04409452900290489
28.0,0.02541021630167961
29.0,0.022648438811302185
30.0,0.007461159955710173
31.0,0.0078055947087705135
32.0,0.008305025286972523
33.0,0.010092046111822128
34.0,0.012754298746585846
35.0,0.024833494797348976
36.0,0.028070025146007538
37.0,0.02218472957611084
38.0,0.026239877566695213
39.0,0.02587459422647953
40.0,0.034879762679338455
41.0,0.027433166280388832
42.0,0.02144901268184185
43.0,0.01591956615447998
44.0,0.01689806394279003
45.0,0.0116865374147892
46.0,0.008643251843750477
47.0,0.00758970296010375
48.0,0.009586712345480919
49.0,0.006584071554243565
50.0,0.005877210758626461
51.0,0.006487349513918161
52.0,0.005023170728236437
53.0,0.0051459032110869884
54.0,0.007088650017976761
55.0,0.008120097219944
56.0,0.007864180952310562
57.0,0.007964792661368847
58.0,0.008876684121787548
59.0,0.007429590914398432
60.0,0.00823915284126997
61.0,0.004803900141268969
62.0,0.009814241901040077
63.0,0.004825673997402191
64.0,0.007829497568309307
65.0,0.007170681841671467
66.0,0.007840381935238838
67.0,0.0046685743145644665
68.0,0.004502299707382917
69.0,0.0077482894994318485
70.0,0.004218959715217352
71.0,0.006316554266959429
72.0,0.00668312469497323
73.0,0.006655797827988863
74.0,0.005244340281933546
75.0,0.006061853375285864
76.0,0.005568307358771563
77.0,0.006287876050919294
78.0,0.005074167158454657
79.0,0.006775665562599897
80.0,0.004516532178968191
81.0,0.005509533453732729
82.0,0.0055468035861849785
83.0,0.004853156860917807
84.0,0.005553089082241058
85.0,0.005791855044662952
86.0,0.00541817769408226
87.0,0.006354648154228926
88.0,0.0058710877783596516
89.0,0.006211132276803255
90.0,0.006455930415540934
91.0,0.005345407407730818
92.0,0.005342480726540089
93.0,0.006133271846920252
94.0,0.006956169381737709
95.0,0.005229075439274311
96.0,0.006616149563342333
97.0,0.0048554642125964165
98.0,0.006100407801568508
99.0,0.004419345874339342
100.0,0.006123666651546955
101.0,0.00612017884850502
102.0,0.00610912824049592
103.0,0.004186771810054779
104.0,0.006181980483233929
105.0,0.006154466420412064
106.0,0.00404262775555253
107.0,0.006410878151655197
108.0,0.005665594711899757
109.0,0.004555509891360998
110.0,0.005273604299873114
111.0,0.004126715939491987
112.0,0.004442986566573381
113.0,0.0066875554621219635
114.0,0.004735324066132307
115.0,0.006474222522228956
116.0,0.005791827570647001
117.0,0.006145153660327196
118.0,0.0037821209989488125
119.0,0.006960003171116114
120.0,0.00695614842697978
121.0,0.004043494816869497
122.0,0.006511086598038673
123.0,0.005695179104804993
124.0,0.004315011203289032
125.0,0.0063946545124053955
126.0,0.005354446824640036
127.0,0.004845896735787392
128.0,0.005842224229127169
129.0,0.006463725585490465
130.0,0.006228768732398748
131.0,0.005544488783925772
132.0,0.005025172606110573
133.0,0.005236457567662001
134.0,0.0066067930310964584
135.0,0.005642055068165064
136.0,0.005763704422861338
137.0,0.004405548330396414
138.0,0.005814276169985533
139.0,0.005897051654756069
140.0,0.00612773047760129
141.0,0.003936857916414738
142.0,0.005027662962675095
143.0,0.005795009434223175
144.0,0.004893315955996513
145.0,0.005591589957475662
146.0,0.0054662590846419334
147.0,0.005732669495046139
148.0,0.003781917504966259
149.0,0.005746448878198862
150.0,0.006662343163043261
151.0,0.005378759000450373
152.0,0.0038138097152113914
153.0,0.005741400178521872
154.0,0.004537847824394703
155.0,0.005321647971868515
156.0,0.004077479243278503
157.0,0.005331458989530802
158.0,0.005901406053453684
159.0,0.005224135704338551
160.0,0.004965342115610838
161.0,0.005797194316983223
162.0,0.006063330918550491
163.0,0.00521353492513299
164.0,0.0062963273376226425
