epoch,accuracy,loss
0,0.6056315,0.6608143437071626
1,0.61174786,0.6546603347305582
2,0.61389685,0.6531097653786043
3,0.61577034,0.6516763636633403
4,0.61163765,0.6507218172168164
Test: ,0.6392131
